時間,ひずみ電圧[1mm],先端の変位[1mm],ひずみ電圧[0.8mm],先端の変位[0.8mm],トルク[ノイズカット]
1.562,0.8657837,0.028397705,-5.802307,-0.237894587,0.3934603
1.564,0.9115601,0.029899171,-5.811157,-0.238257437,0.3981234
1.566,0.9088135,0.029809083,-5.811768,-0.238282488,0.3849113
1.568,0.9716797,0.031871094,-5.839844,-0.239433604,0.3716992
1.57,0.9622192,0.03156079,-5.849304,-0.239821464,0.3887972
1.572,0.9896851,0.032461671,-5.869141,-0.240634781,0.3740308
1.574,1.009827,0.033122326,-5.88562,-0.24131042,0.3713106
1.576,1.026001,0.033652833,-5.899963,-0.241898483,0.3786938
1.578,1.05957,0.034753896,-5.911255,-0.242361455,0.4066724
1.58,1.07666,0.035314448,-5.992737,-0.245702217,0.3658704
1.582,1.114502,0.036555666,-5.924072,-0.242886952,0.3145764
1.584,1.146545,0.037606676,-5.930176,-0.243137216,0.33264585
1.586,1.192627,0.039118166,-5.921631,-0.242786871,0.3507153
1.588,1.246338,0.040879886,-5.928955,-0.243087155,0.3538241
1.59,1.296692,0.042531498,-5.920105,-0.242724305,0.3103019
1.592,1.355286,0.044453381,-5.907593,-0.242211313,0.3126335
1.594,1.425781,0.046765617,-5.895081,-0.241698321,0.3013643
1.596,1.463928,0.048016838,-5.879211,-0.241047651,0.3071932
1.598,1.519165,0.049828612,-5.866394,-0.240522154,0.2920382
1.6,1.581726,0.051880613,-5.851135,-0.239896535,0.3068046
1.602,1.633606,0.053582277,-5.841675,-0.239508675,0.3033073
1.604,1.70929,0.056064712,-5.834045,-0.239195845,0.2994214
1.606,1.767578,0.057976558,-5.812378,-0.238307498,0.2726086
1.608,1.836243,0.06022877,-5.827637,-0.238933117,0.2407442
1.61,1.931763,0.063361826,-5.821533,-0.238682853,0.2457959
1.612,1.974792,0.064773178,-5.831299,-0.239083259,0.2349154
1.614,2.034912,0.066745114,-5.812378,-0.238307498,0.2166516
1.616,2.098999,0.068847167,-5.795288,-0.237606808,0.2123771
1.618,2.158203,0.070789058,-5.777893,-0.236893613,0.2061597
1.62,2.206726,0.072380613,-5.743103,-0.235467223,0.1820671
1.622,2.248535,0.073751948,-5.700073,-0.233702993,0.1863416
1.624,2.283936,0.074913101,-5.65033,-0.23166353,0.1661348
1.626,2.2995,0.0754236,-5.590515,-0.229211115,0.1634147
1.628,2.334595,0.076574716,-5.531006,-0.226771246,0.1455396
1.63,2.356567,0.077295398,-5.462646,-0.223968486,0.1521456
1.632,2.36084,0.077435552,-5.39856,-0.22134096,0.1315503
1.634,2.368164,0.077675779,-5.334167,-0.218700847,0.1327161
1.636,2.369995,0.077735836,-5.271606,-0.216135846,0.1358248
1.638,2.372131,0.077805897,-5.173645,-0.212119445,0.1179496
1.64,2.368164,0.077675779,-5.129395,-0.210305195,0.0942456
1.642,2.363281,0.077515617,-5.062256,-0.207552496,0.1132865
1.644,2.346802,0.076975106,-4.985046,-0.204386886,0.0923027
1.646,2.359009,0.077375495,-4.906311,-0.201158751,0.0876396
1.648,2.313232,0.07587401,-4.821472,-0.197680352,0.1373792
1.65,2.290344,0.075123283,-4.730835,-0.193964235,0.1311617
1.652,2.271729,0.074512711,-4.637756,-0.190147996,0.0818107
1.654,2.251892,0.073862058,-4.538574,-0.186081534,0.07287313
1.656,2.225342,0.072991218,-4.432068,-0.181714788,0.0833651
1.658,2.201843,0.07222045,-4.315491,-0.176935131,0.05616374
1.66,2.181702,0.071559826,-4.195862,-0.172030342,0.04994629
1.662,2.284241,0.074923105,-4.083862,-0.167438342,0.05460937
1.664,2.14447,0.070338616,-3.96698,-0.16264618,0.0332369
1.666,2.113953,0.069337658,-3.842773,-0.157553693,0.03634562
1.668,2.114563,0.069357666,-3.718262,-0.152448742,0.03362549
1.67,2.114563,0.069357666,-3.609314,-0.147981874,0.01458455
1.672,2.120667,0.069557878,-3.493958,-0.143252278,-0.00095907
1.674,2.112427,0.069287606,-3.388977,-0.138948057,-0.00329061
1.676,2.11792,0.069467776,-3.295288,-0.135106808,0.03168254
1.678,2.112732,0.06929761,-3.205261,-0.131415701,0.01031006
1.68,2.114258,0.069347662,-3.122253,-0.128012373,-0.03088053
1.682,2.108154,0.069147451,-3.03833,-0.12457153,-0.00290202
1.684,2.104187,0.069017334,-2.938538,-0.120480058,-0.05108724
1.686,2.095337,0.068727054,-2.87262,-0.11777742,-0.06818522
1.688,2.090759,0.068576895,-2.772827,-0.113685907,-0.05652751
1.69,2.094116,0.068687005,-2.669983,-0.109469303,-0.09383219
1.692,2.073059,0.067996335,-2.552185,-0.104639585,-0.10898722
1.694,2.080688,0.068246566,-2.436829,-0.099909989,-0.09810669
1.696,2.092896,0.068646989,-2.314453,-0.094892573,-0.10548991
1.698,2.095032,0.06871705,-2.190857,-0.089825137,-0.1233651
1.7,2.091675,0.06860694,-2.068176,-0.084795216,-0.1326912
1.702,2.102661,0.068967281,-1.949768,-0.079940488,-0.1334684
1.704,2.073364,0.068006339,-1.833191,-0.075160831,-0.1466805
1.706,2.05658,0.067455824,-1.715088,-0.070318608,-0.11753621
1.708,2.030334,0.066594955,-1.609802,-0.066001882,-0.10743286
1.71,1.992188,0.065343766,-1.490479,-0.061109639,-0.1641671
1.712,1.959229,0.064262711,-1.391602,-0.057055682,-0.1653328
1.714,1.916199,0.062851327,-1.280823,-0.052513743,-0.1459033
1.716,1.869507,0.06131983,-1.174927,-0.048172007,-0.1560067
1.718,1.764832,0.05788649,-1.05835,-0.04339235,-0.1556181
1.72,1.764526,0.057876453,-0.9396362,-0.038525084,-0.176602
1.722,1.715698,0.056274894,-0.8117676,-0.033282472,-0.1649443
1.724,1.646423,0.054002674,-0.6893921,-0.028265076,-0.1431832
1.726,1.581116,0.051860605,-0.5386353,-0.022084047,-0.1843738
1.728,1.516113,0.049728506,-0.3967285,-0.016265869,-0.1548409
1.73,1.440735,0.047256108,-0.2514648,-0.010310057,-0.1692187
1.732,1.37207,0.045003896,-0.09674072,-0.00396637,-0.1921456
1.734,1.279907,0.04198095,0.04669189,0.001914367,-0.1606698
1.736,1.194458,0.039178222,0.1916504,0.007857666,-0.1630013
1.738,1.134338,0.037206286,0.3271484,0.013413084,-0.1602812
1.74,1.029358,0.033762942,0.4589844,0.01881836,-0.1412402
1.742,0.9481812,0.031100343,0.5731201,0.023497924,-0.1692187
1.744,0.8874512,0.029108399,0.6866455,0.028152466,-0.159504
1.746,0.8319092,0.027286622,0.7913208,0.032444153,-0.1552295
1.748,0.770874,0.025284667,0.8959961,0.03673584,-0.1882597
1.75,0.7330322,0.024043456,0.9985352,0.040939943,-0.1867053
1.752,0.668335,0.021921388,1.1026,0.0452066,-0.1738818
1.754,0.625,0.0205,1.213989,0.049773549,-0.1606698
1.756,0.5874634,0.0192688,1.338196,0.054866036,-0.1929228
1.758,0.5401611,0.017717284,1.453552,0.059595632,-0.2418852
1.76,0.5157471,0.016916505,1.579895,0.064775695,-0.1971973
1.762,0.4626465,0.015174805,1.715088,0.070318608,-0.1762134
1.764,0.4299927,0.014103761,1.829224,0.074998184,-0.217404
1.766,0.3884888,0.012742433,1.951904,0.080028064,-0.230616
1.768,0.3729248,0.012231933,2.063904,0.084620064,-0.2333362
1.77,0.3479004,0.011411133,2.174683,0.089162003,-0.2465483
1.772,0.3198242,0.010490234,2.274475,0.093253475,-0.2628691
1.774,0.3118896,0.010229979,2.365112,0.096969592,-0.2399422
1.776,0.267334,0.008768555,2.455444,0.100673204,-0.256263
1.778,0.2322388,0.007617433,2.538452,0.104076532,-0.2531543
1.78,0.2133179,0.006996827,2.616577,0.107279657,-0.2504342
1.782,0.1794434,0.005885744,2.696838,0.110570358,-0.2729724
1.784,0.1379395,0.004524416,2.764282,0.113335562,-0.2702523
1.786,0.1019287,0.003343261,2.844543,0.116626263,-0.2570402
1.788,0.04730225,0.001551514,2.920837,0.119754317,-0.2741382
1.79,-0.009460449,-0.000310303,3.000183,0.123007503,-0.2912362
1.792,-0.07110596,-0.002332275,3.0896,0.1266736,-0.2570402
1.794,-0.1321411,-0.004334228,3.169861,0.129964301,-0.2574288
1.796,-0.2139282,-0.007016845,3.263855,0.133818055,-0.3036711
1.798,-0.2844238,-0.009329101,3.360901,0.137796941,-0.2846301
1.8,-0.3771973,-0.012372071,3.45459,0.14163819,-0.2438281
1.802,-0.4556274,-0.014944579,3.545532,0.145366812,-0.2842415
1.804,-0.5404663,-0.017727295,3.637695,0.149145495,-0.2628691
1.806,-0.6164551,-0.020219727,3.71521,0.15232361,-0.2438281
1.808,-0.7073975,-0.023202638,3.79425,0.15556425,-0.2644234
1.81,-0.7821655,-0.025655028,3.858948,0.158216868,-0.2543201
1.812,-0.8755493,-0.028718017,3.919067,0.160681747,-0.2364449
1.814,-0.9457397,-0.031020262,3.973083,0.162896403,-0.2209013
1.816,-1.051941,-0.034503665,4.024963,0.165023483,-0.2084664
1.818,-1.132202,-0.037136226,4.084473,0.167463393,-0.1902026
1.82,-1.211853,-0.039748778,4.138489,0.169678049,-0.1703845
1.822,-1.292114,-0.042381339,4.198914,0.172155474,-0.208855
1.824,-1.372375,-0.0450139,4.266357,0.174920637,-0.2038033
1.826,-1.445618,-0.04741627,4.335022,0.177735902,-0.1859281
1.828,-1.508484,-0.049478275,4.40094,0.18043854,-0.2111865
1.83,-1.584778,-0.051980718,4.477539,0.183579099,-0.2197355
1.832,-1.613464,-0.052921619,4.550171,0.186557011,-0.1762134
1.834,-1.647949,-0.054052727,4.59198,0.18827118,-0.2142952
1.836,-1.684265,-0.055243892,4.677124,0.191762084,-0.2170154
1.838,-1.699219,-0.055734383,4.735413,0.194151933,-0.2181812
1.84,-1.725464,-0.056595219,4.787903,0.196304023,-0.2084664
1.842,-1.75293,-0.057496104,4.831848,0.198105768,-0.2189583
1.844,-1.764526,-0.057876453,4.871521,0.199732361,-0.2220671
1.846,-1.778259,-0.058326895,4.907532,0.201208812,-0.2275073
1.848,-1.795959,-0.058907455,4.932251,0.202222291,-0.2255644
1.85,-1.805115,-0.059207772,4.958496,0.203298336,-0.2034147
1.852,-1.817627,-0.059618166,4.978943,0.204136663,-0.1614469
1.854,-1.827393,-0.05993849,4.999695,0.204987495,-0.20594055
1.856,-1.831055,-0.060058604,5.013733,0.205563053,-0.2504342
1.858,-1.837463,-0.060268786,5.031433,0.206288753,-0.2434395
1.86,-1.843567,-0.060468998,5.054626,0.207239666,-0.2764697
1.862,-1.849976,-0.060679213,5.088196,0.208616036,-0.2484912
1.864,-1.856384,-0.060889395,5.106506,0.209366746,-0.2465483
1.866,-1.872864,-0.061429939,5.137329,0.210630489,-0.2379993
1.868,-1.893311,-0.062100601,5.162964,0.211681524,-0.2449939
1.87,-1.91925,-0.0629514,5.181885,0.212457285,-0.2512113
1.872,-1.952515,-0.064042492,5.20874,0.21355834,-0.249657
1.874,-1.990051,-0.065273673,5.220947,0.214058827,-0.2426624
1.876,-2.044373,-0.067055434,5.218811,0.213971251,-0.225953
1.878,-2.078247,-0.068166502,5.211182,0.213658462,-0.2026375
1.88,-2.116394,-0.069417723,5.200195,0.213207995,-0.1855396
1.882,-2.168579,-0.071129391,5.185852,0.212619932,-0.2049691
1.884,-2.2229,-0.07291112,5.158997,0.211518877,-0.1668872
1.886,-2.266235,-0.074332508,5.134888,0.210530408,-0.1987516
1.888,-2.295532,-0.07529345,5.112915,0.209629515,-0.1649443
1.89,-2.358704,-0.077365491,5.090332,0.208703612,-0.16611
1.892,-2.39502,-0.078556656,5.072632,0.207977912,-0.150955
1.894,-2.441101,-0.080068113,5.058594,0.207402354,-0.1657214
1.896,-2.492676,-0.081759773,5.043945,0.206801745,-0.1427946
1.898,-2.515259,-0.082500495,5.039673,0.206626593,-0.11015299
1.9,-2.56073,-0.083991944,5.016785,0.205688185,-0.122587895
1.902,-2.569275,-0.08427222,5.006714,0.205275274,-0.1350228
1.904,-2.58606,-0.084822768,4.986877,0.204461957,-0.08606038
1.906,-2.604675,-0.08543334,4.958801,0.203310841,-0.10471273
1.908,-2.631531,-0.086314217,4.93988,0.20253508,-0.1307483
1.91,-2.619934,-0.085933835,4.910583,0.201333903,-0.1299711
1.912,-2.613831,-0.085733657,4.870605,0.199694805,-0.1323027
1.914,-2.598267,-0.085223158,4.825134,0.197830494,-0.1358
1.916,-2.578735,-0.084582508,4.784851,0.196178891,-0.1295825
1.918,-2.548523,-0.083591554,4.732971,0.194051811,-0.08450602
1.92,-2.521362,-0.082700674,4.675903,0.191712023,-0.10665568
1.922,-2.463379,-0.080798831,4.610291,0.189021931,-0.1210335
1.924,-2.42157,-0.079427496,4.55658,0.18681978,-0.1225879
1.926,-2.366333,-0.077615722,4.503784,0.184655144,-0.1536751
1.928,-2.317505,-0.076014164,4.44458,0.18222778,-0.1260852
1.93,-2.262878,-0.074222398,4.395447,0.180213327,-0.1225879
1.932,-2.223511,-0.072931161,4.347839,0.178261399,-0.09577515
1.934,-2.187195,-0.071739996,4.308167,0.176634847,-0.120644925
1.936,-2.122498,-0.069617934,4.27002,0.17507082,-0.1455147
1.938,-2.079163,-0.068196546,4.21936,0.17299376,-0.1544523
1.94,-2.032776,-0.066675053,4.168396,0.170904236,-0.1400745
1.942,-1.990967,-0.065303718,4.11499,0.16871459,-0.1614469
1.944,-1.950684,-0.063982435,4.047241,0.165936881,-0.1587268
1.946,-1.890259,-0.062000495,3.974915,0.162971515,-0.1439604
1.948,-1.929626,-0.063291733,3.911743,0.160381463,-0.1295825
1.95,-1.832581,-0.060108657,3.831177,0.157078257,-0.09422078
1.952,-1.800232,-0.05904761,3.756104,0.154000264,-0.08411743
1.954,-1.762085,-0.057796388,3.660583,0.150083903,-0.07517985
1.956,-1.750183,-0.057406002,3.573303,0.146505423,-0.05575033
1.958,-1.730347,-0.056755382,3.495178,0.143302298,-0.05652751
1.96,-1.722412,-0.056495114,3.413086,0.139936526,-0.06546509
1.962,-1.730957,-0.05677539,3.334045,0.136695845,-0.05885905
1.964,-1.713257,-0.05619483,3.25592,0.13349272,-0.03826375
1.966,-1.704102,-0.055894546,3.17688,0.13025208,-0.07129395
1.968,-1.695557,-0.05561427,3.097534,0.126998894,-0.07401408
1.97,-1.664124,-0.054583267,3.025513,0.124046033,-0.065270795
1.972,-1.667786,-0.054703381,2.937927,0.120455007,-0.05652751
1.974,-1.643982,-0.05392261,2.859802,0.117251882,-0.05341878
1.976,-1.628113,-0.053402106,2.781372,0.114036252,-0.013782552
1.978,-1.60553,-0.052661384,2.682495,0.109982295,-0.021942952
1.98,-1.568298,-0.051440174,2.593994,0.106353754,-0.022331543
1.982,-1.543274,-0.050619387,2.498779,0.102449939,0.01924764
1.984,-1.498413,-0.049147946,2.388611,0.097933051,0.0250765
1.986,-1.416931,-0.046475337,2.281799,0.093553759,-0.027383219
1.988,-1.406555,-0.046135004,2.174377,0.089149457,-0.020388591
1.99,-1.362,-0.0446736,2.056885,0.084332285,0.00525838
1.992,-1.279297,-0.041960942,1.956177,0.080203257,0.01458455
1.994,-1.207886,-0.039618661,1.849976,0.075849016,0.04644897
1.996,-1.125488,-0.036916006,1.746826,0.071619866,0.020802
1.998,-1.042175,-0.03418334,1.647034,0.067528394,-0.00057048
2,-0.9500122,-0.0311604,1.552734,0.063662094,-0.021554362
2.002,-0.8822632,-0.028938233,1.45813,0.05978333,0.00525838
2.004,-0.8044434,-0.026385744,1.350098,0.055354018,-0.011062419
2.006,-0.774231,-0.025394777,1.242065,0.050924665,0.00720133
2.008,-0.6613159,-0.021691162,1.127625,0.046232625,-0.03282349
2.01,-0.5886841,-0.019308838,1.006775,0.041277775,-0.02
2.012,-0.5172729,-0.016966551,0.8828735,0.036197814,-0.014948324
2.014,-0.4431152,-0.014534179,0.7617188,0.031230471,0.03168254
2.016,-0.362854,-0.011901611,0.637207,0.026125487,0.0250765
2.018,-0.2813721,-0.009229005,0.5172729,0.021208189,-0.025440267
2.02,-0.2182007,-0.007156983,0.3897095,0.01597809,-0.00678792
2.022,-0.1412964,-0.004634522,0.274353,0.011248473,0.01108724
2.024,-0.07232666,-0.002372314,0.1757813,0.007207033,0.00214966
2.026,-0.0112915,-0.000370361,0.04425049,0.00181427,-0.04253825
2.028,0.04730225,0.001551514,-0.06378174,-0.002615051,0.00758993
2.03,0.1000977,0.003283205,-0.1690674,-0.006931763,0.03129395
2.032,0.1486206,0.004874756,-0.27771,-0.01138611,0.03401408
2.034,0.1977539,0.006486328,-0.3900146,-0.015990599,0.00914429
2.036,0.2526855,0.008288084,-0.5029297,-0.020620118,0.02313354
2.038,0.3125,0.01025,-0.6027222,-0.02471161,0.00953288
2.04,0.3689575,0.012101806,-0.6991577,-0.028665466,0.03984294
2.042,0.4244995,0.013923584,-0.8023071,-0.032894591,0.02818522
2.044,0.4751587,0.015585205,-0.8868408,-0.036360473,-0.00290202
2.046,0.519104,0.017026611,-0.9866333,-0.040451965,0.02391073
2.048,0.5679321,0.018628173,-1.082153,-0.044368273,0.04372884
2.05,0.6103516,0.020019532,-1.175537,-0.048197017,0.05577515
2.052,0.6445313,0.021140627,-1.280823,-0.052513743,0.0087557
2.054,0.6896973,0.022622071,-1.392212,-0.057080692,0.033819785
2.056,0.7015991,0.02301245,-1.494446,-0.061272286,0.05888387
2.058,0.7498169,0.024593994,-1.616516,-0.066277156,0.06782145
2.06,0.7806396,0.025604979,-1.730347,-0.070944227,0.07559326
2.062,0.8044434,0.026385744,-1.850586,-0.075874026,0.06782145
2.064,0.8355713,0.027406739,-1.968079,-0.080691239,0.07559326
2.066,0.8764648,0.028748045,-2.097168,-0.085983888,0.0825879
2.068,0.9078979,0.029779051,-2.210999,-0.090650959,0.0985201
2.07,0.9558105,0.031350584,-2.329407,-0.095505687,0.085308
2.072,1.011963,0.033192386,-2.441101,-0.100085141,0.0965771
2.074,1.049194,0.034413563,-2.558289,-0.104889849,0.1078463
2.076,1.099854,0.036075211,-2.673645,-0.109619445,0.093857
2.078,1.144104,0.037526611,-2.790222,-0.114399102,0.06782145
2.08,1.210022,0.039688722,-2.909546,-0.119291386,0.110955
2.082,1.266174,0.041530507,-3.02063,-0.12384583,0.1066805
2.084,1.326294,0.043502443,-3.141479,-0.128800639,0.0969657
2.086,1.371765,0.044993892,-3.253784,-0.133405144,0.1505912
2.088,1.421204,0.046615491,-3.370667,-0.138197347,0.1354362
2.09,1.473999,0.048347167,-3.480835,-0.142714235,0.0880282
2.092,1.533813,0.050309066,-3.591309,-0.147243669,0.1160067
2.094,1.5979,0.05241112,-3.693237,-0.151422717,0.1179496
2.096,1.662598,0.054533214,-3.80127,-0.15585207,0.0958
2.098,1.720886,0.056445061,-3.887024,-0.159367984,0.1082349
2.1,1.783142,0.058487058,-3.982849,-0.163296809,0.1163953
2.102,1.846008,0.060549062,-4.067688,-0.166775208,0.1012402
2.104,1.881409,0.061710215,-4.149475,-0.170128475,0.1183382
2.106,1.955872,0.064152602,-4.222412,-0.173118892,0.1031832
2.108,1.994324,0.065413827,-4.298096,-0.176221936,0.0880282
2.11,2.03125,0.066625,-4.357605,-0.178661805,0.1132865
2.112,2.056885,0.067465828,-4.417725,-0.181126725,0.1226127
2.114,2.075806,0.068086437,-4.471741,-0.183341381,0.1323275
2.116,2.079163,0.068196546,-4.515991,-0.185155631,0.1094006
2.118,2.094116,0.068687005,-4.569702,-0.187357782,0.1233899
2.12,2.094727,0.068707046,-4.668274,-0.191399234,0.1389335
2.122,2.101135,0.068917228,-4.671631,-0.191536871,0.1206698
2.124,2.096252,0.068757066,-4.720764,-0.193551324,0.1253328
2.126,2.113953,0.069337658,-4.772949,-0.195690909,0.1400993
2.128,2.114868,0.06936767,-4.825745,-0.197855545,0.1463167
2.13,2.113953,0.069337658,-4.868774,-0.199619734,0.128053
2.132,2.098694,0.068837163,-4.911194,-0.201358954,0.1513684
2.134,2.095642,0.068737058,-4.944153,-0.202710273,0.1828442
2.136,2.062683,0.067656002,-4.980469,-0.204199229,0.145151
2.138,2.052917,0.067335678,-5.007935,-0.205325335,0.151757
2.14,2.043762,0.067035394,-5.039368,-0.206614088,0.1618604
2.142,2.02179,0.066314712,-5.072327,-0.207965407,0.151757
2.144,2.008667,0.065884278,-5.098572,-0.209041452,0.1587516
2.146,1.984558,0.065093502,-5.121765,-0.209992365,0.168855
2.148,1.982422,0.065023442,-5.148926,-0.211105966,0.1544771
2.15,1.972351,0.064693113,-5.179138,-0.212344658,0.1606946
2.152,1.958313,0.064232666,-5.226135,-0.214271535,0.1770154
2.154,1.957703,0.064212658,-5.239563,-0.214822083,0.1704093
2.156,1.945801,0.063822273,-5.270691,-0.216098331,0.1638033
2.158,1.969299,0.064593007,-5.297852,-0.217211932,0.1711865
2.16,1.976929,0.064843271,-5.338135,-0.218863535,0.1910046
2.162,1.99646,0.065483888,-5.368347,-0.220102227,0.1707979
2.164,2.00531,0.065774168,-5.39856,-0.22134096,0.1700208
2.166,2.013245,0.066034436,-5.418701,-0.222166741,0.1983879
2.168,2.020874,0.066284667,-5.471802,-0.224343882,0.175461
2.17,2.04895,0.06720556,-5.476379,-0.224531539,0.1797355
2.172,2.03949,0.066895272,-5.500793,-0.225532513,0.194502
2.174,2.042847,0.067005382,-5.519714,-0.226308274,0.1976107
2.176,2.044983,0.067075442,-5.523376,-0.226458416,0.1898389
2.178,2.056885,0.067465828,-5.531311,-0.226783751,0.1999422
2.18,2.054443,0.06738573,-5.52887,-0.22668367,0.1816785
2.182,2.049255,0.067215564,-5.519409,-0.226295769,0.2007194
2.184,2.053528,0.067355718,-5.513306,-0.226045546,0.2034395
2.186,2.049866,0.067235605,-5.502319,-0.225595079,0.2112113
2.188,2.039185,0.066885268,-5.491638,-0.225157158,0.1937248
2.19,2.029419,0.066564943,-5.479126,-0.224644166,0.2081026
2.192,2.008057,0.06586427,-5.464783,-0.224056103,0.2349154
2.194,1.984558,0.065093502,-5.458984,-0.223818344,0.2018852
2.196,1.943665,0.063752212,-5.431213,-0.222679733,0.2135429
2.198,1.899719,0.062310783,-5.402832,-0.221516112,0.2298637
2.2,1.853638,0.060799326,-5.355225,-0.219564225,0.2119885
2.202,1.776733,0.058276842,-5.32959,-0.21851319,0.224812
2.204,1.736755,0.056965564,-5.282288,-0.216573808,0.209657
2.206,1.678162,0.055043714,-5.230103,-0.214434223,0.2652254
2.208,1.621399,0.053181887,-5.17334,-0.21210694,0.2279207
2.21,1.575012,0.051660394,-5.111084,-0.209554444,0.2310295
2.212,1.505127,0.049368166,-5.040283,-0.206651603,0.2442415
2.214,1.447754,0.047486331,-4.982605,-0.204286805,0.2380241
2.216,1.387634,0.045514395,-4.902039,-0.200983599,0.2407442
2.218,1.340637,0.043972894,-4.823303,-0.197755423,0.2378298
2.22,1.273499,0.041770767,-4.754944,-0.194952704,0.2349154
2.222,1.203308,0.039468502,-4.67865,-0.19182465,0.2411328
2.224,1.151123,0.037756834,-4.603882,-0.188759162,0.2578422
2.226,1.083984,0.035554675,-4.528503,-0.185668623,0.2586194
2.228,1.025696,0.033642829,-4.449463,-0.182427983,0.2531791
2.23,0.9564209,0.031370606,-4.377747,-0.179487627,0.2434644
2.232,0.9115601,0.029899171,-4.309387,-0.176684867,0.2698885
2.234,0.8175659,0.026816162,-4.229736,-0.173419176,0.248516
2.236,0.8267212,0.027116455,-4.154053,-0.170316173,0.2551221
2.238,0.7870483,0.025815184,-4.077148,-0.167163068,0.2784375
2.24,0.7623291,0.025004394,-3.951721,-0.162020561,0.2391899
2.242,0.7339478,0.024073488,-3.923645,-0.160869445,0.2562878
2.244,0.7086182,0.023242677,-3.840942,-0.157478622,0.2601737
2.246,0.6814575,0.022351806,-3.755798,-0.153987718,0.2279207
2.248,0.7025146,0.023042479,-3.665771,-0.150296611,0.2294751
2.25,0.6228638,0.020429933,-3.580933,-0.146818253,0.2574536
2.252,0.5917358,0.019408934,-3.492432,-0.143189712,0.2407442
2.254,0.5587769,0.018327882,-3.409729,-0.139798889,0.2376355
2.256,0.5200195,0.01705664,-3.328247,-0.136458127,0.2341382
2.258,0.4666138,0.015304933,-3.247681,-0.133154921,0.2566764
2.26,0.4498291,0.014754394,-3.175354,-0.130189514,0.2601737
2.262,0.4104614,0.013463134,-3.100281,-0.127111521,0.2461845
2.264,0.3765869,0.01235205,-3.020325,-0.123833325,0.2368583
2.266,0.3356934,0.011010744,-2.947693,-0.120855413,0.2034395
2.268,0.3234863,0.010610351,-2.866211,-0.117514651,0.2232576
2.27,0.2508545,0.008228028,-2.780762,-0.114011242,0.2512362
2.272,0.1828003,0.00599585,-2.687988,-0.110207508,0.2228691
2.274,0.1165771,0.003823729,-2.59491,-0.10639131,0.2341382
2.276,0.0692749,0.002272217,-2.496338,-0.102349858,0.2512362
2.278,-0.01251221,-0.0004104,-2.397766,-0.098308406,0.2597852
2.28,-0.07263184,-0.002382324,-2.306519,-0.094567279,0.2240348
2.282,-0.1385498,-0.004544433,-2.187195,-0.089674995,0.2321952
2.284,-0.2249146,-0.007377199,-2.079163,-0.085245683,0.248516
2.286,-0.3079224,-0.010099855,-1.937256,-0.079427496,0.2388013
2.288,-0.3933716,-0.012902588,-1.862183,-0.076349503,0.2407442
2.29,-0.4608154,-0.015114745,-1.746521,-0.071607361,0.2551221
2.292,-0.5593872,-0.0183479,-1.630859,-0.066865219,0.2356925
2.294,-0.5786133,-0.018978516,-1.52771,-0.06263611,0.2469617
2.296,-0.7165527,-0.023502929,-1.402893,-0.057518613,0.2034395
2.298,-0.7876587,-0.025835205,-1.288452,-0.052826532,0.2380241
2.3,-0.8584595,-0.028157472,-1.175537,-0.048197017,0.2244234
2.302,-0.9228516,-0.030269532,-1.053772,-0.043204652,0.2345268
2.304,-0.9942627,-0.032611817,-0.9313965,-0.038187257,0.2477389
2.306,-1.044922,-0.034273442,-0.8163452,-0.033470153,0.2341382
2.308,-1.118469,-0.036685783,-0.6863403,-0.028139952,0.2201489
2.31,-1.176147,-0.038577622,-0.5630493,-0.023085021,0.2489046
2.312,-1.231079,-0.040379391,-0.4278564,-0.017542112,0.1933362
2.314,-1.280823,-0.042010994,-0.3009033,-0.012337035,0.2154858
2.316,-1.341858,-0.044012942,-0.1705933,-0.006994325,0.2318066
2.318,-1.384277,-0.045404286,-0.0378418,-0.001551514,0.1805127
2.32,-1.443787,-0.047356214,0.08544922,0.003503418,0.1968335
2.322,-1.449585,-0.047546388,0.213623,0.008758543,0.1719637
2.324,-1.473083,-0.048317122,0.3317261,0.01360077,0.192559
2.326,-1.500549,-0.049218007,0.4443359,0.018217772,0.1529228
2.328,-1.507263,-0.049438226,0.5612183,0.02300995,0.1167839
2.33,-1.524658,-0.050008782,0.6570435,0.026938784,0.1338818
2.332,-1.534424,-0.050329107,0.7946777,0.032581786,0.1113436
2.334,-1.564026,-0.051300053,0.8590698,0.035221862,0.1101778
2.336,-1.575928,-0.051690438,0.9640503,0.039526062,0.0880282
2.338,-1.601257,-0.05252123,1.065674,0.043692634,0.1160067
2.34,-1.621704,-0.053191891,1.167603,0.047871723,0.117561
2.342,-1.647339,-0.054032719,1.264954,0.051863114,0.104349
2.344,-1.677856,-0.055033677,1.373596,0.056317436,0.06626709
2.346,-1.69342,-0.055544176,1.462097,0.059945977,0.0903597
2.348,-1.731567,-0.056795398,1.551819,0.063624579,0.1047375
2.35,-1.759949,-0.057726327,1.645508,0.067465828,0.06082682
2.352,-1.774292,-0.058196778,1.735535,0.071156935,0.03984294
2.354,-1.82373,-0.059818344,1.821594,0.074685354,0.04062012
2.356,-1.852417,-0.060759278,1.899414,0.077875974,0.07442749
2.358,-1.887512,-0.061910394,1.986694,0.081454454,0.06043823
2.36,-1.94458,-0.063782224,2.073059,0.084995419,0.06471273
2.362,-1.974792,-0.064773178,2.151489,0.088211049,0.06082682
